注文ID,モール名,ショップID,ショップ名,モール注文番号,モール注文日時,注文取込日時,注文ステータス,決済方法区分,注文者氏名,注文者郵便番号,都道府県,市区町村,町名・番地以降,注文者電話番号,注文備考,商品合計金額,配送料合計,決済手数料合計,ラッピング手数料合計,消費税合計,ポイント利用合計,クーポン利用合計,出荷ステータス,保留状態,配送伝票番号,倉庫,送付先氏名,送付先郵便番号,送付先都道府県,送付先市区町村,送付先町名・番地以降,送付先電話番号,配送方法,お届け指定日,お届け指定時間帯,配送備考,倉庫備考,ギフト備考,出荷依頼番号,出荷依頼日時,配送会社,SKUコード,商品ID,商品名,注文個数,商品単価,税率,消費税,税込別,配送サービス種別,セット区分,セット構成品商品ID,セット構成品名,構成品数,置き配場所
223374340,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0615348457,2026/08/18 14:13:15,2026/08/18 14:14:16,完了,クレジットカード,李 多允,143-0001,東京都,大田区,東海4-2-3 2F,03-4500-7438,[配送日時指定:],7150,0,0,0,650,0,0,出荷済,未保留,680674881456,自社倉庫,李 多允,143-0001,東京都,大田区,東海4-2-3 2F,03-4500-7438,メール便,,,,,,,2026/08/19 10:32:32,日本郵便,si-13-1-15,71032-00001396,【8/18 24H限定クーポン価格】栞 老眼鏡 跳ね上げ式 リーディンググラス ブルーライトカット 薄型 非球面レンズ 折りたたみ式 コンパクト 薄い 軽い レディース メンズ おしゃれ シニアグラス 旅行 携帯 ラウンド 丸メガネ 鯖江メーカーデザイン SHIORI SI-13,1,7150,10,650,1,通常,0,,,,指定なし
223374646,Yahoo!ショッピング,67572,株式会社サンリーブ【Ｙ】,glass-garden-10044616,2026/08/18 14:14:17,2026/08/18 14:18:11,完了,PayPay,橋本 幸子,6670012,兵庫県,養父市,八鹿町伊佐327-2 ビレッジハウスつるみ1号棟502,08041593262,,3960,0,0,0,360,450,0,出荷済,未保留,203891008215,RFC倉庫,橋本 幸子,6670012,兵庫県,養父市,八鹿町伊佐327-2 ビレッジハウスつるみ1号棟502,08041593262,宅配便,,,,,,A00000029900,2026/08/18 14:36:10,日本郵便,flc-002-2-10,71032-00000488,老眼鏡 おしゃれ ヴィンテージ クラシック レディース メンズ リーディンググラス シニアグラス 老眼 眼鏡 メガネ 鯖江 FEELLIFE FLC-002,1,3960,10,360,1,通常,0,,,,
223375076,Yahoo!ショッピング,67572,株式会社サンリーブ【Ｙ】,glass-garden-10044617,2026/08/18 14:19:13,2026/08/18 14:23:24,完了,PayPay,岩下 真弓,3350021,埼玉県,戸田市,大字新曽852 ベルハイム戸田106,09053423171,,1760,0,0,0,160,0,0,出荷済,未保留,680674881460,自社倉庫,岩下 真弓,3350021,埼玉県,戸田市,大字新曽852 ベルハイム戸田106,09053423171,メール便,,,,,,,2026/08/19 10:32:33,日本郵便,fi5465a-81,71032-00001433,サングラス レディース おしゃれ 伊達メガネ uvカット 紫外線 対策 ボストン かわいい 丸メガネ メンズ 眼鏡 鯖江 ケース メガネ拭き付き FI5465A,1,1760,10,160,1,通常,0,,,,
223375952,Yahoo!ショッピング,67572,株式会社サンリーブ【Ｙ】,glass-garden-10044618,2026/08/18 14:31:57,2026/08/18 14:33:09,完了,PayPay,沖本 忠,5950006,大阪府,泉大津市,東助松町4ー4ー15,09032877982,,1210,0,0,0,110,0,0,出荷済,未保留,490777420254,自社倉庫,沖本 忠,5900944,大阪府,堺市堺区櫛屋町東１－１－１　,マルニシビル４０３ アオイ貿易有限会社,09032877982,宅配便,2026/08/20,,,,,,2026/08/19 10:33:26,ヤマト運輸,hy-80136-b,71032-00001336,メガネケース 小さめ コンパクト ハードケース 軽量 柄 チェック 花 ドット おしゃれ 低価格 メガネ 眼鏡 サングラス PCメガネ 老眼鏡 HY-80136,1,1210,10,110,1,通常,0,,,,
223377225,Yahoo!ショッピング,67572,株式会社サンリーブ【Ｙ】,glass-garden-10044619,2026/08/18 14:43:32,2026/08/18 14:48:24,完了,PayPay,千葉 英雄,1230865,東京都,足立区,新田3丁目 37-11C-1020,09024122595,,3630,0,0,0,330,0,200,出荷済,未保留,369838171824,RFC倉庫,千葉 英雄,1230865,東京都,足立区,新田3丁目 37-11C-1020,09024122595,宅配便,2026/08/20,,,,,A00000029902,2026/08/18 15:06:14,日本郵便,fll-3004-2-05,71032-00001451,老眼鏡 おしゃれ ブルーライトカット +0.5から レディース メンズ リーディンググラス シニアグラス 老眼 眼鏡 メガネ 鯖江 FEELLIFE FLL-3004,1,3630,10,330,1,通常,0,,,,
223377238,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0049548790,2026/08/18 14:47:02,2026/08/18 14:48:32,完了,クレジットカード,大井 武典,231-0864,神奈川県,横浜市中区,千代崎町4-94-2,090-3905-4853,[配送日時指定:]2026-08-19(水),4400,0,0,0,400,4200,200,出荷済,未保留,369838162514,RFC倉庫,大井 武典,231-0864,神奈川県,横浜市中区,千代崎町4-94-2,090-3905-4853,宅配便,2026/08/19,,,,,A00000029901,2026/08/18 14:56:34,日本郵便,flm-001-2-10,71032-00000630,【8/18 24H限定クーポン価格】老眼鏡 メンズ おしゃれ かっこいい シャープ スタイリッシュ お洒落 ちょいワル リーディンググラス シニアグラス メタル ハーフリム スクエア シルバー ブラック 男性用 ギフト 鯖江メーカーデザイン FEELLIFE FLM-001,1,4400,10,400,1,優先配送,0,,,,指定なし
223377636,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0648048422,2026/08/18 14:52:32,2026/08/18 14:53:33,完了,クレジットカード,谷田 圭穂,180-0001,東京都,武蔵野市,吉祥寺北町2-3-9 パークハウスG4-101,090-6301-3109,[配送日時指定:],1001,0,0,0,91,1001,0,出荷済,未保留,490777420265,自社倉庫,谷田 圭穂,180-0001,東京都,武蔵野市,吉祥寺北町2-3-9 パークハウスG4-101,090-6301-3109,宅配便,,,,,,,2026/08/19 10:33:30,ヤマト運輸,hy-8042-yel,71032-00001335,メガネケース ハード コンパクト 小さめ 軽量 シンプル デザイン 上品 本革 風 PUレザー ファブリック調 おしゃれ 低価格 女性用 男性用 メガネ 眼鏡 めがね サングラス PCメガネ 老眼鏡 マグネットタイプ 眼鏡ケース 贈り物 HY-8042,1,1001,10,91,1,通常,0,,,,指定なし
223378600,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0121048765,2026/08/18 15:04:12,2026/08/18 15:05:13,完了,クレジットカード,津田 真希,915-0235,福井県,越前市,不老町4-16,0778-42-1186,[配送日時指定:],7150,0,0,0,650,4600,400,出荷済,未保留,680674881471,自社倉庫,津田 真希,915-0235,福井県,越前市,不老町4-16,0778-42-1186,メール便,,,,,,,2026/08/19 10:32:33,日本郵便,sip-01-2-20,71032-00001807,【8/18 24H限定クーポン価格】栞 老眼鏡 リーディンググラス ブルーライトカット 薄型 非球面レンズ 折りたたみ式 コンパクト 薄い 軽い レディース メンズ おしゃれ お洒落 シニアグラス 旅行 携帯 ラウンド 多角形 丸メガネ デカゴン SHIORI SIP-01,1,7150,10,650,1,通常,0,,,,指定なし
223378718,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0815548394,2026/08/18 15:05:56,2026/08/18 15:06:56,完了,クレジットカード,青木 久美子,359-1145,埼玉県,所沢市,山口 1101-31,090-6027-0897,[配送日時指定:],2420,0,0,0,220,0,0,出荷済,未保留,680674881482,自社倉庫,村松 弘美,381-2215,長野県,長野市,稲里町中氷鉋 911,080-3424-6632,メール便,,,,,,,2026/08/19 10:32:34,日本郵便,bsc-001-ivr,71032-00001586,メガネケース 大人 かわいい くすみカラー 日本製 眼鏡ケース ストラップ付き おしゃれ レザー調 コンパクト 軽量 スリム バッグに付ける サングラスケース 女性 レディース 持ち運び 老眼鏡ケース 携帯 メガネ入れ ギフト BSC-001,1,2420,10,220,1,通常,0,,,,指定なし
223379491,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0804748393,2026/08/18 15:15:17,2026/08/18 15:16:19,完了,クレジットカード,前田 宣子,599-8104,大阪府,堺市東区,引野町2-37-6,072-286-7004,[配送日時指定:],14850,0,0,0,1350,3350,1500,出荷済,未保留,680674881493,自社倉庫,前田 宣子,599-8104,大阪府,堺市東区,引野町2-37-6,072-286-7004,メール便,,,,,,,2026/08/19 10:32:34,日本郵便,si-01sa-1-25,71032-00000988,【8/18 24H限定クーポン価格】栞 老眼鏡 リーディンググラス 薄型 非球面レンズ 折りたたみ式 コンパクト スリム 薄い 軽い レディース メンズ おしゃれ お洒落 シニアグラス 旅行 携帯用 外出 特許商品 オーバル 鯖江メーカーデザイン SHIORI SI-01SAP,3,4950,10,450,1,通常,0,,,,指定なし
223379835,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0508648485,2026/08/18 15:19:58,2026/08/18 15:21:00,完了,クレジットカード,竹島 彩華,116-0013,東京都,荒川区,西日暮里2-30-4-902,080-1194-7815,[配送日時指定:],3300,0,0,0,300,0,200,出荷済,未保留,680674881504,自社倉庫,竹島 彩華,116-0013,東京都,荒川区,西日暮里2-30-4-902,080-1194-7815,メール便,,,,,,,2026/08/19 10:32:35,日本郵便,ph5099-12,71032-00001818,【8/18 24H限定クーポン価格】【8月31日までセール価格】調光 サングラス UVカット 紫外線 ブルーライトカット レディース メンズ 伊達メガネ カラーレンズ おしゃれ 眼鏡 ボストン 女性  ブランド ファッション バイカラーケース付 鯖江メーカーデザイン GG eyewear ph5099,1,3300,10,300,1,通常,0,,,,指定なし
223380444,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0528848516,2026/08/18 15:27:51,2026/08/18 15:28:55,完了,クレジットカード,山田 彩,277-0087,千葉県,柏市,常盤台21-9-2,090-4489-5281,[配送日時指定:],3300,0,0,0,300,0,200,出荷済,未保留,680674881515,自社倉庫,山田 彩,277-0087,千葉県,柏市,常盤台21-9-2,090-4489-5281,メール便,,,,,,,2026/08/19 10:32:35,日本郵便,ph5099-12,71032-00001818,【8/18 24H限定クーポン価格】【8月31日までセール価格】調光 サングラス UVカット 紫外線 ブルーライトカット レディース メンズ 伊達メガネ カラーレンズ おしゃれ 眼鏡 ボストン 女性  ブランド ファッション バイカラーケース付 鯖江メーカーデザイン GG eyewear ph5099,1,3300,10,300,1,通常,0,,,,指定なし
223383385,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0220148725,2026/08/18 16:05:12,2026/08/18 16:06:13,完了,コンビニ決済,比嘉 佐和子,901-2311,沖縄県,中頭郡北中城村,喜舎場140-2F,098-935-3985,[配送日時指定:],3300,0,0,0,300,500,200,出荷済,未保留,680662168060,自社倉庫,比嘉 佐和子,901-2311,沖縄県,中頭郡北中城村,喜舎場140-2F,098-935-3985,メール便,,,,,,,2026/08/20 10:59:01,日本郵便,ph5099-1,71032-00000925,【8/18 24H限定クーポン価格】【8月31日までセール価格】調光 サングラス UVカット 紫外線 ブルーライトカット レディース メンズ 伊達メガネ カラーレンズ おしゃれ 眼鏡 ボストン 女性  ブランド ファッション バイカラーケース付 鯖江メーカーデザイン GG eyewear ph5099,1,3300,10,300,1,通常,0,,,,指定なし
223383455,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0471048586,2026/08/18 16:05:26,2026/08/18 16:07:04,完了,クレジットカード,中泉 明日香,315-0013,茨城県,石岡市,府中５丁目１ー３１,090-8308-1152,[配送日時指定:],1760,0,0,0,160,0,0,出荷済,未保留,680674881526,自社倉庫,中泉 明日香,315-0013,茨城県,石岡市,府中５丁目１ー３１,090-8308-1152,メール便,,,,,,,2026/08/19 10:32:36,日本郵便,5584-2,71032-00001526,【8月31日までセール価格】サングラス レディース UVカット 伊達メガネ おしゃれ かわいい 紫外線 対策 美肌 眼鏡 ライトカラー クリアレンズ オールシーズン 女性  ボストン ブランド 可愛い バイカラーケース付 鯖江メーカーデザイン GG eyewear 5584,1,1760,10,160,1,通常,0,,,,指定なし
223383520,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0260148658,2026/08/18 16:06:59,2026/08/18 16:08:00,完了,クレジットカード,北川 晴基,464-0031,愛知県,名古屋市千種区,徳川山町6-2-26 ラグナヒルズA501,080-5299-6177,[配送日時指定:],3960,0,0,0,360,1044,200,出荷済,未保留,203891009151,RFC倉庫,北川 晴基,464-0031,愛知県,名古屋市千種区,徳川山町6-2-26 ラグナヒルズA501,080-5299-6177,宅配便,,,,,,A00000029903,2026/08/18 16:51:26,日本郵便,flc-002-2-15,71032-00000490,【8/18 24H限定クーポン価格】老眼鏡 おしゃれ ヴィンテージ 風 リーディンググラス レディース メンズ クラシック レトロ アンティーク 丸メガネ ラウンド ボストン かわいい お洒落 シニアグラス プレゼント ギフト 鯖江メーカーデザイン FEELLIFE FLC-002,1,3960,10,360,1,通常,0,,,,指定なし
223384561,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0311248657,2026/08/18 16:20:05,2026/08/18 16:21:48,完了,クレジットカード,吉岡 扶美,640-8453,和歌山県,和歌山市,木ノ本395-65,073-454-7472,[配送日時指定:],1760,0,0,0,160,1750,10,出荷済,未保留,680674881530,自社倉庫,吉岡 扶美,640-8453,和歌山県,和歌山市,木ノ本395-65,073-454-7472,メール便,,,,,,,2026/08/19 10:32:36,日本郵便,5584-22,71032-00001527,【8月31日までセール価格】サングラス レディース UVカット 伊達メガネ おしゃれ かわいい 紫外線 対策 美肌 眼鏡 ライトカラー クリアレンズ オールシーズン 女性  ボストン ブランド 可愛い バイカラーケース付 鯖江メーカーデザイン GG eyewear 5584,1,1760,10,160,1,通常,0,,,,指定なし
223385651,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0127448771,2026/08/18 16:35:57,2026/08/18 16:37:12,完了,後払い(楽天),佐藤 弘恵,811-1101,福岡県,福岡市早良区,重留2-20-7,080-3227-7928,[配送日時指定:],3300,0,250,0,300,825,200,出荷済,未保留,680674881541,自社倉庫,佐藤 弘恵,811-1101,福岡県,福岡市早良区,重留2-20-7,080-3227-7928,メール便,,,,,,,2026/08/19 10:32:37,日本郵便,ph5099-12,71032-00001818,【8/18 24H限定クーポン価格】【8月31日までセール価格】調光 サングラス UVカット 紫外線 ブルーライトカット レディース メンズ 伊達メガネ カラーレンズ おしゃれ 眼鏡 ボストン 女性  ブランド ファッション バイカラーケース付 鯖江メーカーデザイン GG eyewear ph5099,1,3300,10,300,1,通常,0,,,,指定なし
223386602,Yahoo!ショッピング,67572,株式会社サンリーブ【Ｙ】,glass-garden-10044620,2026/08/18 16:46:55,2026/08/18 16:48:20,完了,PayPay,大塚 佳世,6570061,兵庫県,神戸市灘区,赤松町2-3-12 402,09098600619,,3630,0,0,0,330,296,0,出荷済,未保留,203890964863,RFC倉庫,大塚 佳世,6570061,兵庫県,神戸市灘区,赤松町2-3-12 402,09098600619,宅配便,2026/08/20,,,,,A00000029904,2026/08/18 17:11:12,日本郵便,fll-3000-2-05,71032-00001580,老眼鏡 おしゃれ ブルーライトカット 軽い 軽量 +0.5から レディース メンズ リーディンググラス 老眼 眼鏡 メガネ 鯖江 FEELLIFE FLL-3000,1,3630,10,330,1,通常,0,,,,
223388199,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0124048776,2026/08/18 17:07:28,2026/08/18 17:09:13,完了,クレジットカード,西 里美,868-0415,熊本県,球磨郡あさぎり町,免田西2619-15,090-9587-2878,[配送日時指定:],4180,0,0,0,380,419,0,出荷済,未保留,680674881552,自社倉庫,西 里美,868-0415,熊本県,球磨郡あさぎり町,免田西2619-15,090-9587-2878,メール便,,,,,,,2026/08/19 10:32:38,日本郵便,gg5099-1-30,71032-00000769,【8/18 24H限定クーポン価格】メガネ 度付き 度入り 眼鏡 UVカット ブルーライトカット 近視 お得 レディース メンズ おしゃれ 可愛い かわいい ボストン 予備 エマージェンシー  セカンドメガネ バイカラーケース 鯖江メーカーデザイン GG eyewear gg5099,1,4180,10,380,1,通常,0,,,,指定なし
223388200,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0257048708,2026/08/18 17:08:12,2026/08/18 17:09:13,完了,クレジットカード,後藤 由美,847-0085,佐賀県,唐津市,和多田本村1番55号,080-5253-7729,[配送日時指定:],3300,0,0,0,300,0,200,出荷済,未保留,680674881563,自社倉庫,城 章代,849-3201,佐賀県,唐津市,相知町相知1698番地,0955-62-5122,メール便,,,,,,,2026/08/19 10:32:38,日本郵便,ph5099-12,71032-00001818,【8/18 24H限定クーポン価格】【8月31日までセール価格】調光 サングラス UVカット 紫外線 ブルーライトカット レディース メンズ 伊達メガネ カラーレンズ おしゃれ 眼鏡 ボストン 女性  ブランド ファッション バイカラーケース付 鯖江メーカーデザイン GG eyewear ph5099,1,3300,10,300,1,通常,0,,,,指定なし
223388465,楽天市場,67419,株式会社サンリーブ【Ｒ】,361684-20260818-0666648419,2026/08/18 17:10:44,2026/08/18 17:11:44,完了,クレジットカード,中坊 彩那,116-0011,東京都,荒川区,西尾久8-12-9グリーンパーク上中里111号室,080-1057-9752,[配送日時指定:],1001,0,0,0,91,469,0,出荷済,未保留,490777420276,自社倉庫,中坊 彩那,116-0011,東京都,荒川区,西尾久8-12-9グリーンパーク上中里111号室,080-1057-9752,宅配便,,,,,,,2026/08/19 10:33:30,ヤマト運輸,hy-8042-blu,71032-00001332,メガネケース ハード コンパクト 小さめ 軽量 シンプル デザイン 上品 本革 風 PUレザー ファブリック調 おしゃれ 低価格 女性用 男性用 メガネ 眼鏡 めがね サングラス PCメガネ 老眼鏡 マグネットタイプ 眼鏡ケース 贈り物 HY-8042,1,1001,10,91,1,通常,0,,,,指定なし
